ID	Tweet	차원에 영향을	강도 클래스
2017-ja-30828	나는 가족을 너무 사랑 # 다행히 # 다행히 # 스마트 라이프 # 유익한 # love	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30764	@BbeautifulSoul_ u는 항상 당신의 태도를 얻어야한다 ... 😕 스릴	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30268	낙관주의는 성공으로 이어집니다. - Bill Kerr @Coach__Kerr #success # goals	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30835	@Gronnhair @buryprofs @DittoBistro 정말 멋진했고, 팀은 엄청나게 세심하고 볼에 있었다. 치즈는 활발한 제스처였습니다!	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31079	@ peregrinator1 나는이 시리즈에 들어 우리가 전성기에 제다이를보고 있다고 생각했습니다. 우주의 기능 부전의 유엔 평화 유지군이 아닌	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30308	기분 픽업에 대해 이야기합니다. 나는 우울에서 환영하고있었습니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30820	나처럼 모든 것을 생각 보내고 싫어하는 것은 행복한 pls가되고 싶어 기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30867	@DocBellsSwan * 당신을 내려다보고 있습니다. 나는 당신을 사랑합니다. 보니 벨.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31579	모든 나쁜 소식 중 성인은 어떻게 기쁘게 생각합니까?	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31595	우리는 모두 거기에 있었지만 우리는 그렇게하지 않으려 고 노력했습니다. 25 # 재미있는 # 자동 고침이 실패하는	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31445	당신이 노래가 일주일에 한 번 합창하는 시간이 없다면 내일 @theartworksuk에서 #KWOIR 오세요! #Choir #glee # musiclondon	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30985	현대 가족은 저를 응원하게 결코 실패하지 않습니다. 특히 필.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31111	#smile은 반드시 사람이 #happy 인 것은 없습니다. 때로는 단순히 자신들의 # 문제에 직면 할 수있을만큼 강한 # 강하다는 것을 의미합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30229	음악으로 나를 따르십시오 @ budderlordk1ng 나는 생생하게하고 있습니다. BFFing에 참가하세요;) 거기에 만나요!	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30832 & nbsp;이 짹짹 내 허리 통증에 전념하고 있습니다. 이것은 내가 젊고 스빠리이므로 이해할 수 없습니다. 활기에 넘쳐. 활기가있다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31300	미묘한 연합의 몫을 충분히 처리하기 위해 통용되는 난독 화 된 잡지는 다음과 같이 연결됩니다 : lEAqIWY	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30054	그가 누군가에게 어떻게되어 있는지 말할 때마다 당신이 할 수있는 모든이 웃고있을 때, 당신이 사랑에 있다는 것을 알고있다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30949	그들은 술에 취해있을 때 조금 이완 경향이 상당히 밝게 보일 없습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31418	@sophtulig 나는 개인적으로 행복을 선호합니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30497	당신이 # 성난 때 # 결정을해서는 없습니다. # wisewords	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30733 & nbsp;하지만 유감입니다. 🐑 # lively	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30623	@ PeteSpencer007 당신은 항상 아주 끊임없이 긍정적입니까? 당신의 절묘한 낙관적 인 기질은 잠시 후 터지는.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30211	@chrisrock는 #SATURDAYNIGHTLIVE에 기쁨의 좋은 추억을 제공합니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31246	@AlohaJonathan @AtlantaFX 내가 본 것은 명랑한 성적 부분이있는 감옥 장면 클립입니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30813 & nbsp;하지만 유감입니다. 🐑	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30220	짹짹 짹짹! 어떤 아름다운 흰색과 붉은 조류! 🐦	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30298	@ hannah..mccloud #lively # musically & nbsp;에 의해이 놀라운 live.ly 방송을보세요. 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30209	@crimpoop 내 사랑스러운 명랑 딸 \ n 항상 나에게 긍정적 인 녹색 거위를 부어 \ n 그녀를 아프게하고, 당신은 지옥을 볼 // 끄덕 \ n \ n # PandaBot	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31069	Zales에서 지금 좋아하는 3 가지 스타일! 사랑하는 3 개의 빛나는 스타일! 그만 오늘 매장에서 쇼핑하십시오.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30230	@adamrodricks 당신의 낙관론을 좋아합니다!	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30360	오늘까지 아무도 말해 수있는 사람은 없습니다. 7 년 전 내가 만난 때를 기억합니다. # cutealert	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31354	주님 안에서 항상 기쁨 가득 넘쳐 나는 다시 이야기 - 기뻐한다. 빌립보 4 : 4	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30385	#LMFAO @MSNBC의 #racepimp Tamron Hall 같은 문장에서 "fscts '과'MSNBC '라는 단어를 사용했습니다. #hilarity #libtard #biasedmedia # neverHillary	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31316	@_aiseela \ n 그는 당신을 기꺼이 기뻐 것입니다, 그는 당신의 사랑으로 당신을 업데이트합니다. \ n 그는 노래에서 당신을 기뻐하는 것입니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30815	이탈리아 성직자들의 심각한 무지, 천박 자부심이 그를 놀라게했다. - 루터의 롤랜드 베인톤 # 개혁의 날	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31068	지금은 가능한 한 초기에 편하게 갈 수 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30354	Quote_Soup : 모든 좋았다 때문이 아니라, 모든 좋은면을 볼 수 있기 때문입니다. # optimism	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-31375	동료 : "이것은 한 번 내 친구에게 일어난 아기 대신 총에 일어났다. # workplace	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30761	@TheVulcanSalute 그냥 저장 일 PSA를 보았다. 당신은 왜 그것을하고있는 명백한 눈물 속에 있었나요? 당신이 밝은 자신이된다고 생각했던 것이다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30660	나이 모든 치어 리더에 질문 해주세요! \ n 나는 연상 응원 해 더 기억에 남는하기 위해	기쁨	0 : 기쁨은 가정 수 없다
2017-ja-30953	나는 모두가 당신이 좋은 사람임을 알고 싶습니다! #beyourself #happy # cheerful # late-night #compliment # behappy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31292	@OtherkinOK @ParadisoAdam 아주 멋진 쇼 여러분! 지금은 당신을 지원하고있었습니다. 10 월 30 일에 @dublinmarathon에서 응원 해주는 것을 기대하고 있습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31438	와우. 그 잔업은 상쾌했다! mackinnon에 대한 나의 좌석과 손에서 # WCH2016	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-31031	@ 마크 디스 동의했다. 이 말도 지쳐 있었다. 소로스는 분노해야합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31559	@thenthapple Haha 나는 낙관주의가 좋아하는 건 나도 마찬가지이지만,이 상황을 너무 걱정하지 않는다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-30590	@SloanTheOtaku Betelgeuse / Sloth은 활발하고, 헌신적이고 딱딱한 것이었지만, Regulus / Greed 겸손 내용 Ley / Gluttony 배고픈 굶주린 있습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31404	@ BreezyWeekes 조금 감기, 당신은 당신의 스냅에 게시 된 커피의 일부를 나에게주고 싶은가? 하십시오	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31508	사전 게임의 신경은 가정의 사람들과 협상하기로 결정했습니다. # AFLCatsSwans # ProudlySydney #goswans @sydneyswans @ SwansSupport	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31144	내 새 하얀 드레스에 밝은 분홍색 립스틱을 얻을 수있는 사람 만 😩😂	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30478	당신은 승리의 상쾌감을 느낄 수 있도록 도전을 받아들입니다. - 조지 패튼	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30741	HSSU 여러분, 휴대 전화에서 걷는 것을 멈추고 미소와 파도를 날려 웃음과 파도를 흔들 수 있습니다. (& nbsp; 기쁨	0 : 기쁨은 없습니다
2017-En-31467	@ Nick_Offerman & amp; @MeganOMullally의 # Summerof69 쇼는 생의 성적과 순수한 #mirth이었습니다! 배꼽 웃음과 박쥐 성교 감사, 감사합니다!	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31329	ive는 shawarma를 가지고 있었기 때문에 내 위장 # rejoicing	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30858	# 호비데데입니다! \ n 호빗은 생일에 선물을하기 때문에 오늘은 # 기쁨의 선물을 나누고 있습니다! 당신을 행복하게하는 무언가를 찾아보세요!	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31033	저를 다시 요리하는 여자 친구. 그녀가 내 도움을 필요로할지 모릅니다 😂😂 # girlfriends # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30492	그것은 사람들을 내려다 걱정하는 나의 마음을 아프게합니다. 내가 그들을 웃게하고 응원 할 수 있도록 최선을 다하겠습니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-31472	매일 나는 일어나 다른 @ SpursOfficial 선수는 계약 연장에 서명한다! 사랑 해요! ! #future #is #bright # COYS	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31074	"아주 큰 일을 달성하기위한 목표를 설정하고 당신을 흥분시키고, 동시에 당신을 놀라게 같은 상쾌함을주고 있습니다. \ n- Bob Proctor	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31208	당신의 부모가 당신을 자랑스럽게 생각하고 있다고 듣고, 상상도 할 수없는 끝없는 파도를 꺼냅니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30816	@ SenjohnMcCain @WSJ 화재가 멈추지 않을 때 응원 해 주었다 "명예로운 상원 의원"! 사람의 죽음과 당신의 아이! GENOCIDE 지원은 작동하지 않습니다!	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30773	파키스탄, 아프가니스탄 등에 대한 많은 뉴스가 있습니다. 우리는 Frybread Stands 대해 더 좋은 소식이 필요합니다 !!! 미디어 모두가 끔찍합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30117	내 친구가 내게 메시지를 보냈다 'ugh 나는 너무 배가 나는 아침을 기다릴 수없는'#socialmedia #WineWednesday #hilarious #funny #laughing # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30767	@ ClvlndK8 매우 슬픕니다! 새해에는 항상이 같은 낙관론이 있습니다. 이것은 좋지 않다. @ BuckshotBandit1 @ dapostrophearcy	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30973	모든 밝은 장소 : (& nbsp; 기쁨	0 : 기쁨은 가정 수 없습니다
2017-ja-30992	성공하는 사람들은 문제를 피하기 위해 문제를 피하기 위해 항상 입술 위에 2 가지를 가지고 있습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31468	@ marcorubio는 고교 시절의 딸을 "대학에 갈 때 즐거운 것입니다", "공포"가없는 "공포"를들 수 있습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30670	@ haythatjamile8 #lively # musically & nbsp;이 놀라운 live.ly 방송을 봐 기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31066	내 아파트 문 밖에서 누군가에 황홀한 기분을 전하는 가장 좋은 방법은 무엇입니까? 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30579	@Devilligan 그것은 슬픔과 기쁨의 아름답고 성실한 균형 행위입니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30894	@PhilGlutting 이봐, 필 Glutting 우리를 따르 주셔서 감사합니다, 그것은 감사하고있다 :) # 스마일	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30404	@carysmithwriter @Maria_Savva @RealRockAndRoll 우리는 세계에서 가장 유명한 않은 밴드이지만, 당신은 # muchlove	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30204	모든 사람이 카니 예 티켓을 팔고 있는지, 50 달러 이하로 구입하고 있다는 사실은 놀라운 나를 위해 재밌어요.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-ja-30376	@__PeterPanda 네, 정말 기분 나쁜	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31219	Y 여분의 사각을 가지고 있다는 것을 잊었 기 때문에 현재는 스타 벅스에서 지휘를하고 있습니다. 이 상쾌합니다. 나는 안젤리나 졸리보다 해방되어 있습니다. 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30090	@BlackishWriters이 얼마나 경이로운지를 발견 해준 Disney 테마 에피소드 감사합니다! # hilarious	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30933	내가 말할 수있는 사람은 당신이 나를 웃게	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30694	당신이 화가 때 # 결정을해서는 없습니다. # wisewords	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31388	당신의 하나님 여호와 께서 당신 안에 계시고 전사가 승리를 가져옵니다. 그는 그의 사랑에 조용히 될 것입니다. 그는 노래에서 당신을 기뻐하는 것입니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31435	@PixelMonsterYT @ TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha 딘은 쾌활하게 보이고, 나는 지방을 안고있다. 기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30987	@Author_LB 좋다. 나의 아홉 살 손자가 크로스 컨트리를 운영하고 있습니다. 사이먼 윗 필드는 않았지만, 여전히 그를 응원하는 많은 즐거움.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30958	나는 겨울과 즐거운 시간이 필요하기 때문에 방에서 크리스마스 음악을 연주하고있는 내 인생의 포인트입니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30763	@alphavenger 모든 척 시즌을 보내고 있었지만, 그녀는 댄과 함께 밝은 장소를 하나 가지고있었습니다. 거기에서는 스마트 친절한 // 그리고 / / 유행	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31083	# 제임스 조이스의 # 율리시즈가 애용하고있는 것을 설명 할 도전을 잇고있는 것은 매우 상쾌합니다. 멋진!	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30082	나는 사우디 사람들이 행복하고 즐거운 나라의 하루를 맞이 축복 싶습니다. 당신 모두 즐거운 시간을 보낼 수 있습니까? # يوم_الوطني	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30350	그는 내 부츠를 깨고 있는지 확인하기 위해 매일주의 산만을 칠 필요가 있습니다. 거기 일류 친구	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30814	때로는 뭔가가 TV에서 끔찍한 놈이야, 난 여전히 기회를 서 있다면, cuz을 포기하지 않도록 강화하기 위해 똥 TV를 본다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30547	옆의 자동차 @warmneutrals 승객은 담배를 기분 좋게 물어 그 후 길을 듣습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31497	@ KillerInASuit - 지금은 금지되어 있지만, 구석이나 침대 나 소파 밑에 숨어 있습니다. 종종 Eyepatch의 기쁨이 생깁니다. 왜 그녀는?	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31502	모두가 두번 싫어하고, 조금이라도 해했지만, 그들은 봇뿌스를 잡은거야. 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31539	기쁨과 웃음을 숭배와 영적 전쟁의 한 형태로서 대우하십시오! #live #victory # worship	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-31564	오늘은 다람쥐 친구를 만들 었어! 나는 그에게 내가 먹고있는 매화의 핵심을주었습니다. 그는 매우 행복해 보였다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30333	그녀의 손가락이 허벅지를 따라 밀어 그녀는 아래로, 아래로, 아래로 숙이고 전에 피부를 애무하는 첫 번째 핥아는 장난을 잃고 있습니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30417	나는 새로운 펜을 가지고 왔습니다. 애니메이션 시리즈에 이름을 붙이고, 그 스타일로 당신을 그립니다.	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31055	# 생존자가 돌아왔다! #SurvivorMillennialsVsGenX @ JeffProbst를보고 기쁘게 생각합니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31043 & nbsp;하지만 아저씨는 요구하고있다. # UncleBuck # 재미	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30154	@Olajide_Shutti lmaoo. 그것은 즐거운 하루가 될 것입니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30325	주님은 당신을 향해 얼굴을 향해 당신에게 평안을줍니다. 번호 6:26 #truth #trust #promise #calm #justice #great #mighty #protected # delight	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30538	나는 처음부터 기꺼이 시작했습니다 n 나는 그들이 내 아이를 사랑 같은 아기 였다고 울고 있어요	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30930	이것은 내 갈색 코는 아니지만, 나는 많은 주택 장관을 듣고있었습니다 만, @ GavinBarwellMP # nhf16 어떤 # 오뿌티미즈무보다 감명을 받았습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30795	"그것"전혀 걱정할 것도 아니었다는 것을 알 수 있습니다. 나는 행복 조금 불만을 느꼈다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31560	@MrsTaraX @PlateGotAte 예! 나는	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30571	당신이 그것을 지불 한 경우 @finkowska 그냥 기뻐한다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30397	@ katyy.mae 의해이 좋은 live.ly 방송을보세요. # musically	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-31309	잘 마무리 & amp; 거실이 이동하고 새로운 편집이 완료 & amp; 의리의 방문에 적합합니다. #productivityatitsfinest # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30189	난 항상 #smile 준비하고 있습니다.	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-30543	웃음! 박 정권의 언급이나 국제 뉴스 채널과 파키스탄에서 그의 연설까지 세계가 그들의 입장에 서있는 것처럼 기뻐하지 않습니다. 기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30395	샬롯과 친구는 그냥 풍차 위에 올랐다! 보기 쉽게 산만 아름다운 생각? @ PlayHollywoodU	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30817	심각하게 @ 마크의 간판 나는 기분이 나빠 걱정입니다. 저를 응원 해주는 유일한 것은 나의 크리스마스 음식을 주문하는 것입니다. 😢	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30020	@JoshNoneYaBiz 나는 패러디 계정 사랑! 잘 했어. #Trump에 투표하십시오. # lol # 재미	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30158	요 하키 3 시간 3 시간의 오버 타임에서 나는 땀이 상쾌한 기분이되었다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31119	조와 퀸이 기뻐 해주는 것을 잊지 마십시오.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30588	삶과 낙관론자는 최고의 물건이 아직 온다고는 생각되지 않을만큼 어리석은 것입니다. - Peter Ustinov # 오뿌티미즈무 # 쿼트	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30738	#house는 더 이상 우리의 #laughter과 함께 에코하지 않습니다. 우리는 # 홈의 기억을 밝게하고 기다리고 있습니다. #amwriting # nostalgia	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-31609	진실을 전하고 사람을 울게 깨기는 거짓말을 누군가를 웃게하는 것보다 우수합니다. #truth #lie #cry # smile # 오프라인 버그 #	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30934	#blackish 항상 #Lotin # hilarious	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-31428	@menglishmusic 가장 환상적인 밤을 감사 화려한 쇼였습니다. 당신은 진정으로 훌륭한 재능입니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31148	@ dee5479 전기 세트는 순수한 즐거움 & amp; 상쾌하고 매혹적인 & amp; 시적 삶의 흥미로운 ..	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30861	@yungdoujin 그것이 기본적으로 빛나는 물이 아닐까요? 기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30216	@beingbrilliant @ johnmurrays 오신 것을 환영합니다. 내 머리에 요동을주고 인생에서 무엇이 중요한지를 실감했습니다. # smiling	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31191	내일 오후 3 시부 터 #cakeclubhour 내일 오후에 참가하세요! #bizhour # chirp	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30754	@ TheDemocrats 딜레마는 부시을 모두 태우고 있지만,지지하고 기꺼이 행동한다. # Election2016 # Trump	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30585	Laudrup와 그의 사악한 하얀 동료는 기뻐한다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31367	@ sardesairajdeep @narendramodi. 당신은 국가의 비용조차도 걱정하지 않았습니까?	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31232 & nbsp;이 날의 가장 중요한 부분 예수님은 당신의 포옹에 안겨 ... 당신의 품안에 잠 당신이 날 사랑하는지 알고 있습니다 ... 💙 # sweetEmbrace	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-ja-30906	나는 차갑고 모든 것이 괜찮다고 아무도 피곤합니다. 아니, 섹스가 아니다. 나는 미소를 속여 피곤합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31032	@ Get_Quenched16 서쪽의 타락한 2의 시도는 치명적인 핵 보복에 의해 DPRK이 가벼움을 잃는 것을 의미한다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30855	당신은 그것을 매일 만듭니다! #goals #challenges #business #goals # success # 사진 작가 #photography # ThursdayThoughts	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31343	필요성을 제거한다. 그리고 모든 방향으로 확산 풍요 로움을 통해 자신의 재미있는 길을 찾으십시오.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31036	더 행복 할 수 없습니다! # happy	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30778	사진 작가로이 초상화 촬영 모드는 iPhone 7 Plus는 시간의 75 %를 좌절시키고 있지만, 시간의 25 %를 기쁘게합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-22017	@iTriborg - 그는 활기를 느끼게한다. "좋았다. 이제 날 죽일 ​​수 있습니다. 그녀의 기쁨이 아니라 절망 만의 전시를하고있는 헤스티아는 -	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31353	영원한 홈 아이콘 물을 희생한다 : 모국의 상쾌감에 성공 : AKt	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30188	슈퍼맨의 현재 움직임은 계속 기쁨입니다! 창조적 인 팀 # superman	영원히 거기에 부어 진 사랑을 느낄 수 있습니다. 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-JA-31574	아마도 러시아 팀 전체가 메루도니우무 확실성을 시험하고 북아메리카 그것을 #optimism을 대체하게 될 것입니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30307	@paulzimmer의 #lively # musically & nbsp;에 의해이 놀라운 live.ly 방송을 봐 기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31076	항상 그녀의 행복 뒤에 이유이고 싶 나는 항상 무슨 일이 그녀의 웃는 얼굴을 유지 것이다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30425	@broitzmax 의해이 놀라운 live.ly 방송을 # lively # 시계으로	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-JA-30746 & nbsp;이 #film Robocoq 301 #shortfilms을 확인하십시오.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30133	@PriiiincesssE이 재미있는 동영상보기 위하여 나의 논문에서 저를 방해하여 주셔서 감사했습니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-31136	내 하루에 # Freshers2016 스키한다! #nails #sunbeds와 # gym😉💜👑 # priorities #student #student 헌팅 # pampered	기쁨	2 : 중간 정도의 기쁨을 짐작할 수있다
2017-En-31163	장례식을 위해 클래스는 취소됩니다. 행복하거나 슬픈 것이 적절한 지 알 수 없습니다. # happy	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31199	@ B4caferacer 다른 사람이 볼 수없는 구름 속을보기 때문에, 나는	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-30057	당신은 바보입니다 @EmmyMitchell_hahahaha! 그러나 축하합니다 xx	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-En-30024	당신이 어제 당신을보고있다 @ grahnort 멋진 경험. #laughter을 위해서는 @ BBCLetItShine 권장합니다.	기쁨	3 : 높은 기쁨을 짐작할 수있다
2017-JA-30556	Riggs 댐 엉덩이 지옥 lolol # LethalWeapon	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-31593	나는 복도에서 나를 웃고 않은 사람들과 성교하지 않습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-ja-30751	좀 @ AppleSupport, macOS 메시지 앱 애니메이션 GIF에서 "일시 중지"또는 "창이 비활성화되면 일시 정지 '하는 것이 좋습니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-JA-31586	근관 치료는 과거에 나쁜 평판을 얻고있었습니다 ...하지만 새로운 기술은 더 안락한 처리가 가능하게되었습니다! # dental	기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-En-31411	당신의 투쟁에 대한 당신의 태도는 당신의 투쟁에 대한 당신의 행동만큼이나 중요합니다.	기쁨	0 : 기쁨은 추측 할 수없는
2017-En-30463	@LPDonovan 이것은 그의 사전에 준비된 토론 응답이 환영의 가능성을 가지고 있다고 생각하는 이유입니다. 기쁨	1 : 낮은 기쁨을 짐작할 수있다
2017-ja-30899	@GigaFag @pipertownsend_ snapchat new는 #optimism과 다를 수를 바랍니다.	기쁨	0 : 기쁨은 추측 할 수없는
