ID	Tweet	차원에 영향을	강도 클래스
2017-En-21575	@Gen_Ironicus 뮤지션은 고속도로 69, 진실의 이야기를 교차하는 무서운 무서움을 가지고 있습니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20901	정말 공포의 축제에 가고 싶습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20374	마음은 어디에 있는가? 내 작은 섬을 사랑하지만, 내 출생 도시는 바로 & amp; 그것에 대해 너무 좋은 생각이하지 않는 나는 # 부재	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-22092	@ salutetroye 당신은 사랑스러운 경외감을 봅니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21129	단순하지만, 나는 에스프레소 그란데 데카후 130도 대두 아메리카노 두 종류의 에스프레소를 추가 한 후 추가 양식 '# barista	공포	0 : 두려움은 추측 할 수없는
2017-JA-20589	창문이 널려 있지 않을 때는 뜨거운 차로의 분노는 끔찍한입니다. #gag # BresAdvice	공포	0 : 두려움은 추측 할 수없는
2017-ja-21881	한 번에 한 곳에 있는지 배우고 단번에 모든 걱정하지 않도록해야합니다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21235	@britishairways 웹 사이트에서 휴가의 항공편을 예약하려고하면	공포	0 : 두려움은 추측 할 수없는
2017-En-21157	내 뱃속에 나비가갑니다. # anxietyproblems	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-20804	@StephenKing \ n \ nStephen King 출판사의 세계에서 #FreeSpeech가 어떻게 파괴되었는지에 대해 한번도 이야기하지 않았습니다. \ n \ n # 트럼프 #scifi # ccot # p2	공포	0 : 두려움은 추측 할 수없는
2017-JA-20681	#monster 당신이	통해 그를 보면 #monster뿐입니다. 공포	0 : 두려움은 추측 할 수없는
2017-En-21186	아프가니스탄 / # 파키스탄 #tcot에 #Chelsea Bombing + # Ahmad_Khan_Rahami 여행에 관한 최신의 것을 말한다 @ Varneyco / @ FoxBusiness 대해 우려	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21627	당신이 야생 동물과 적대적인 개인에 직면 할 때마다 그들은 # 두려워 하는가? 당신의 바지를 짐작 할 수 있다는 것을 기억하십시오.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-21901	컴퓨터 경고음이 울립니다 * \ n 간호사 : 걱정하지 마십시오. 당신은 모든 건강입니다. 바이탈은 당신의 크기는 정상입니다. \ n * 돌아 가라. * \ n 매트 : 당신은 죽기 때문에 .... 😑😂	공포	0 : 두려움은 추측 할 수없는
2017-En-22086	신용의 가장 큰 징후는 저에게 당신의 노트북이나 전화를 주저없이 제공하는 것입니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21835	@caseycdutch @ m_rath 이것은 일부의 폭동 단이하고있는 것입니다 두려워	0 : 두려움은 추측 할 수없는
2017-En-21118	# 사진을 게시하면 # 시작해야합니까?	공포	0 : 두려움은 추측 할 수없는
2017-ja-20741	마지막 아이러니는 공화당 원 - 폭스 뉴스를 볼 가능성이 높다 - 언론을 더 신뢰하지 않는다는 것입니다. 그러나 그들은 폭스의 거짓말을 볼 수 없습니다!	공포	0 : 두려움은 추측 할 수없는
2017-JA-22136	나는 #sufc 팬이 될 수 없습니다. 축구는 아마 똥지도 모르지만, # mufc의 marcos rojo 충격적인 출발합니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20558	나는 흑인 여성이 웃음과 사랑을 위해 인터넷에서 백색 그림을 그리고있는 것을 싫어. #BadForm # DidntLaugh	공포	0 : 두려움은 추측 할 수없는
2017-JA-20933	@eugenelaverty @WorldSBK 모든 베스토모토 GP는 매우 재능있는 라이더를 잃고 있습니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21573	@addy_caylen 나는 그녀에게 그녀의 Bc와 싸우고 있지 않다고 말했다 나는 쓰레기가 아닌 그녀는 tryna 나를 위협 lmfao	공포	0 : 두려움은 추측 할 수없는
2017-ja-20420	@LonelyGoomba 영국 경찰은 개입을 두려워 문제가있다. 따라서 로더 럼의 상황. 그래서 물론 그것은 미국의 경찰관에 의해 작아 보입니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21951	@ SurfaceSupport 깊은 유감스러운 경험. 나는 약 2 달러를 지불 $ 500 2 제품의 결함을 구제하는 @Microsoft은 저를 판매 한 # 불규칙한	공포	0 : 두려움은 추측 할 수없는
2017-En-21101	# 날짜 미소를 시작 \ n # buviobby	공포	0 : 두려움은 추측 할 수없는
2017-JA-21346	페니 무서운 내 마음의 일부를 열었다.	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-20184	누군가가 나를 깨우는 @Therealkiss는 2016 리믹스 'Why'❗️b / w # TerrenceCrutcher # Election2016 #colinkapernick # terrorism # riots this 2much	공포	2 : 중간 정도의 공포가 추측 수
2017-JA-20927	밀크 셰이크하려면	공포	0 : 두려움은 추측 할 수없는
2017-En-20220	차라리 조용히 앉아있는 것처럼 항상 라디오를 돌리는 곡이 하나 있습니다. 공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-21267	오전 4시에서 일어나고있다. # 수면에 다시 무서워했다 - 무서운 기분이 들었다	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20456	나가 저와 친구라면 내가 그들을 애타게 금액에서 나는 매우 싫어합니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-20830	@rkuuleiq 두려움은 하나님의 최고 / 짐승의 산물입니다. :) # aTheism #theism # biBle # 그리스도인 시티 # hell # 천문 # purgatory # 심리학 # jesus	공포	0 : 두려움은 추측 할 수없는
2017-JA-21327	당신에게 부끄러운 @SkyNews 코끼리 사냥 살해되는 것을 나타내고있다	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-JA-22217	왜 불안이 당신의 에너지를 많이 소모하는 것입니까? # 불안을 안고있었습니다. 공포	3 : 대량의 공포가 추측 할 수있다
2017-En-22091	@billmaher @realDonaldTrump 맞았다 .2 명은 #radical #islamic #terror 대해 매우 비슷한 자세를 가지고있다. 오렌지 기름을 바르는 시간.	공포	0 : 두려움은 추측 할 수없는
2017-JA-21900	# 당신은 오늘 # love 가지 #fear로 #dadicate 하시겠습니까? 각 # 모멘트의 # 초이스입니다. - 대천사 미카엘. # archangel # 마이클	공포	0 : 두려움은 추측 할 수없는
2017-En-22157	@ TheBadgerBoy는 @Dailyecho #shocking에서 @ SaintSkipper5 관한 기사를 체크합니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20827	@UCSMindfulness 너무 감사합니다! 우리는 단지 ## 불안에 대한 #release라는 다른 #mindfulness 필름을 완성했습니다 - plz 공유!	공포	0 : 두려움은 추측 할 수없는
2017-En-22186	@christyfrink @stephenyeargin @El_Brandino 한번은 그들을 뒤로 당겼다. 추천하지 않습니다. # 작업복 # panic	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-20477	@JogglingDroid @BrancoCarmine @Otto_English 그래, # UK 매우 # bully	공포	0 : 두려움은 추측 할 수없는
2017-En-20852	지금, # OurGirl이 @BBCOne을 시작하기를 기다리는 동안 다음 시간에 무엇을합니까?	공포	0 : 두려움은 추측 할 수없는
2017-En-21054	솔직히, 조지는 그것을 만하다. 그는 약합니다. # revolting # 90dayfiance	공포	0 : 두려움은 추측 할 수없는
2017-En-20817	당신은 정말 편안하지만, 밤에는 자고있어 항상 쾌적하게 보낼 수없는 날은 낮잠하는 이유는 무엇입니까? 공포	0 : 두려움은 추측 할 수없는
2017-En-21293	#DesignatedSurvivor가 원활하게 전환 한 직후, 로컬 뉴스에 가게되었습니다. '혼돈! 성난 화재! ... '# media	공포	0 : 두려움은 추측 할 수없는
2017-JA-20035	말 그대로 EKG가 웃고 흔들리고있었습니다.	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21580	@WestHamUtd 왜 티켓의 Web 사이트는 잘못합니까? 궁전의 티켓을 구입하려고하면 불가능 오류가 있다고합니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20388	# 키루도 투표는 토스터에 칼을 찌르는 것입니다. # MakeAmericaGreatAgain	공포	0 : 두려움은 추측 할 수없는
2017-JA-21244	최고의 공포는 아니지만, 나는 불확실성이 마음에 듭니다. 공포	0 : 두려움은 추측 할 수없는
2017-JA-20257	@ SadiqKhan # 테러리즘은 일체가 된 에테토의 삶의 방법으로서 없으며, # islam가 여기에 가져온다까지가 없습니다! #IslamExposed # islambacon	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21553	@ mylittlepwnies3 \ n & gt; #terrorism coffee addict \ n & gt; 고양이, 작가, 예술가, 쾌락 주의자를 차단합니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21155	내 관심사 & amp; 불안은 당신에게 중요하지 않고, 나는 찬성을 반환합니다. # EyeMatter	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21178	예. 자신을 강하게하십시오. 나는 아침에 내 첫 빵을하려고합니다. 나는 네덜란드 오븐을 사용합니다. 지금은 직물을 만드는 것입니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20953	@ 97_aleix 좋은 게임을 가지고 전혀 신경이 쓰이지 않을 # MCFC	공포	0 : 두려움은 추측 할 수없는
2017-En-21278	@BennyN_PR 귀하의 우려를 해결할 수 있도록 도움이 필요한 경우, 귀하의 정보를 이메일로 보내주십시오. ^ AP	공포	0 : 두려움은 추측 할 수없는
2017-JA-22242	McDavid의 이탈. Lundqvist에는 큰 차이가 없다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20276	@iSmashFizzle 내 모든 시간입니다. 나는 생강 사탕, 박하 오일,시 밴드를 항상 수행합니다. 공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-22056	@darcomafloy OMG IM HAHAHAHA 울고있는 Ikaw 테 가타 가이 징 코 하하 shet 내 경보를 설정했지만, 난 그것을 선택하는 것을 잊지 있지만, 지금 눈 일어나 -	공포	0 : 두려움은 추측 할 수없는
2017-En-22097	걱정하지 마십시오. 모세는 폐인로 출발 한 것을 잊지 마십시오. #lol \ n 오늘 # 모수 # 회 이상을 선택합니다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20705	지난 2 년 동안 미국은 달에 약 4 회 테러 공격을 경험 해왔다. 좋은 토론의 화제. # Trump # Hillary # terror	공포	0 : 두려움은 추측 할 수없는
2017-En-21119	나는 매우 수줍음이지만, 일단 내 밖으로 나옵니다. 그것은 😂	공포	0 : 두려움은 추측 할 수없는
2017-JA-20464	@ markhberman2003 @LanceZierlein @ 790 패배의 코치 팀 모두를 축복하고 점프 스트리트에서 무서워있다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20141	내일 내가 머리를 자르고 염색 날입니다! 😳 # nervous # excited	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-ja-21601	내일의 가을 분기의 첫날. 😰 # nervous #excited #anxious # blargh	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-22036	@_Adam_Price @WalesPolitics 론 데이비스와 자전거 도로와 편집자의 손에 걸쳐 BBC의 행렬 뒤에있는 것은 아닌지 걱정입니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-22044	그는 내 직업 윤리에 위협 받고 있습니다. 나는 그가 자신의 자리를 바라고 있다고 생각한다고 생각합니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21665	@ Apolocreed4 더욱 충격적인 것은 누군가가 그 레코드 계약을 한 것입니다! 웃음	공포	0 : 두려움은 추측 할 수없는
2017-ja-20076	내 iPhone 7을 떨어 뜨렸다는 꿈이 있고 T_T # cry # iPhone7	공포	3 : 대량의 공포가 추측 할 수있다
2017-En-21499	@Dolla_DeLotta 그들은 Inhuman 왕따 싶다.	공포	0 : 두려움은 추측 할 수없는
2017-JA-20149	파키스탄은 테러의 가장 큰 피해자입니다 - 나와즈 샤리프 \ n 사실인가요? 그것은 테러의 위대한 창조물이었다 것입니다. # UNGA	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21048	그렇게 생각하지 않아요 # nl	공포	0 : 두려움은 추측 할 수없는
2017-En-22168	그냥 여기에 잘, 잘 수없는 4 다른 이유가있을 # restless	공포	0 : 두려움은 추측 할 수없는
2017-En-21635	잘못된 경보 // matoma & amp; amp; Becky hill	공포	0 : 두려움은 추측 할 수없는
2017-ja-20092	#Mumbai에서 신선한 # 위협 경보 음을 울려 안전과 안심을기도한다. 도시의 여러분의 안전 # 마하라 슈트라 # news	공포	3 : 대량의 공포가 추측 할 수있다
2017-JA-20406	다음 달에는 #lowmood을 극복하고 # worry을 극복하고 #Louth의 #wellbeing 과정을 개선 할 예정입니다. 자기 참조 0303 123 4000	공포	0 : 두려움은 추측 할 수없는
2017-En-20612	당신은 @LisaVanderpump를 비판하기 때문에, 당신은 결혼하는 동안 사건을 일으키고 싶지 않아!	공포	0 : 두려움은 추측 할 수없는
2017-JA-21456	@ tariqmateen 그러나 불행히도 그는 몇 가지 중요하고 핵심 포인트를 놓쳤다. pk, kal Boshan 등 인도의 테러. 원시 참여	공포	0 : 두려움은 추측 할 수없는
2017-JA-20444	야간 야간에 전화를 연결하는 것을 잊어 # 야간	공포	0 : 두려움은 추측 할 수없는
2017-JA-21005	인간의 내 견해는 # 휴머니즘에 존재하는 우주의 역동적 인 표현입니다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-20871	당신은 Brendon 비디오에서 무엇을 기대 해야할지 모르겠다 lmao LA 신자의 영상이 나를 떨게 시켰습니다.	공포	0 : 두려움은 추측 할 수없는
2017-En-21330	@destaneex @ ProSyndicate @EGX 아 당황해서는 안 될 것이다. 그는 거기에있을 것이다.	공포	0 : 두려움은 추측 할 수없는
2017-ja-21704	@slashersocial #horror H3LL 나는 확신했다! LOL \ n이 결정에 대해 감사드립니다. :)	공포	0 : 두려움은 추측 할 수없는
2017-En-21524	카우보이 뭐야? # horrible	공포	0 : 두려움은 추측 할 수없는
2017-JA-20385	내 @ london2012track 다음주에 등장할지 여부를 아직 기다리고 있습니다 - 오늘 2 개월 # 충격 # badservice	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-JA-21484	@ 미소 후에 @MariaPetrova이 멈춰있는 것입니다. 무례 = 재미있는 것과하지 않습니다. 그것은 단순한 의미 밖에되지 않았습니다. 공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-22161	손가락이 교차 한 금요일, LIB에서 @Raury을 잡을 정도로 빨리 나는 모든 일을 빨리 끝낼 수 있습니다 😦 # nervous # timetogrind	공포	2 : 중간 공포가 추측 할 수
2017-En-21637	해피 69th @StephenKing! 몇 년 동안 우리를 잊게합니다. # writing	공포	0 : 두려움은 추측 할 수없는
2017-ja-21811	나는 Lady Gaga와 5 년간의 접촉을 시도하고 있지만, 수천 짹짹, 내 짹짹을 어떻게보고있는 것일까 내가 낙담한다. :( 우려 및 두려움 0 : 공포는 추측 할 수 없습니다
2017-En-21464	@maggyvaneijk 노년기입니까? 우리의 나머지 사람들에게 희망은 없습니다. 50 # nightmare에서 디아 히터 될 예정이다.	공포	2 : 중간 정도의 공포가 추측 할 수있다
2017-En-21650	#EFT 치료사 인 40 년의 역사 속에서 내가 배운 가장 효과적인 도구입니다. Curtis A. Steele (정신과 의사) # 스트레스 # 불안	공포	0 : 두려움은 추측 할 수없는
2017-En-22043	내 주위에 모여있는 마법이 있습니다. 내가 미친 것입니다!	공포	1 : 낮은 양의 공포가 추측 할 수있다
2017-En-20565	@ 1NatalieMaines 당신은 그에게 탄을 살포해야한다 인물로 상상할 수 있습니까? # shudder	공포	0 : 두려움은 추측 할 수없는
