ID	Tweet	차원에 영향을	강도 클래스
2017-En-11573	# 아제르바이잔 # 러시아의 아르메니아 인의 도발을 막기 위해 아제르바이잔 바쿠	분노	0 : 분노는 추정 할 수없는
2017-En-11005	@twojacksdetail @bluelivesmtr 매우 희귀 한 장교는 관계없이 그냥 쏴. 그들은 그들의 양심에 그것을 원하지 않습니다. # incite	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10688	@Kim_is__ 바로 내가 fb에서 무엇을 말하고 있는지를 보여줍니다.	분노	0 : 분노는 추정 할 수없는
2017-En-11524	내가 날려 팜플렛의 분노를 느껴보세요!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10571	@ alyssasimpson21 그와 함께 바베큐를 먹는 KENDRICK LAMAR을 포기했습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10090	LVG 자신의 개인적인 복수를 위해 Utd 대한 모든 따옴표를 조달했다. 당신이 찌르는 반칙이었다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10145	만약 당신이 그것을하면 어떻게 일을 할 것인가? 맛있는? 날 화나게 해 주셔서 감사합니다. # furious	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10191	진원의 절반이 경찰을 모두 폐쇄하고 있습니다. 나는 눈물을 흘리고 말았습니다. 이것은 무서운 것입니다 .KeithLamontScott	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11405	@Lowetide 하키 농담을위한 여지가 없습니다! 이 대회에 참가하는 팀을 만든 진지한 비즈니스입니다!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10516	@ StrongestBeing ← 그녀는 항의하면서 얼굴을 붉히는 것이다. 강황의 눈에는 매력없는 것으로 간주되었던 것 같습니다. →	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11244	모든 옵션이 테이블에 있습니다 - # 복수오고 있습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11290	@ HumbleTeej @CourtneeHendrix 만약 그가 아무 말도없이 그는 여전히 몇몇 사람들을 화나게 것입니다. 그는 사람을 화나게 싶은지를 결정해야한다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10710	쓴만큼 자신에게 상처 lmaooo	분노	0 : 분노는 추정 할 수없는
2017-ja-10882	그것은 올해의 가장 마법의 시간입니다 ...... 크리스마스 파티가 발표되어 # outrage이 시작됩니다. 실리콘 밸리 밀레니엄 사랑 해요.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10020	내 동료를 울린다! 암컷은 복수를 기다리는 🤗👌🏻	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10883	@LaureEve 나는 털이 담요에 싸여 여기에 앉아 있습니다. 향을 점화 봉 · 아이바를 듣고, 잘 익은 와인을 마시고 있습니다. 나는 거기에있다.	분노	0 : 분노는 추정 할 수없는
2017-En-10192	복수보다 섹스를주지 않는 것이 좋다.	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10285	@ EagleGiles23 @ tgilmore_92 내가 그리운는? # outrage	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10751	@pianimadi 스냅을보고	분노	0 : 분노는 추정 할 수없는
2017-En-10977	"경쟁은 항상 괴로워되지 않도록 매번 잘되도록 동기 부여 것 같아요"- 철학자 DJ Kyos \ n # quote #success # CSGO	분노	0 : 분노는 추정 할 수없는
2017-En-10007	@bt_uk 왜 추적 내 기기가 배송 된 것을 표시합니까? 왜 내 서비스가 갑자기 늦어합니까? 우리는 이미 3 주를 보냈습니다. # fuming	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10438	hbu에 죽는다 싶으면 수학 수업에 분노 일어나 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10796	630am 미팅 올림픽 하우스 # 10golds24. #neverquit #believe #dreambig # TeamTTO # going4gold	분노	0 : 분노는 추정 할 수없는
2017-En-10080	@firstleeds 당신의 버스가 신뢰할 수없는뿐만 아니라 당신의 e 티켓 앱이 2 개의 버스를 타고 지나치지 못하고 일을 위해 너무 늦게 # 낭비 답변을	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10543	나는 샬롯의 약탈 @CNNAshleigh 대해보고 할 때 무엇을 얻을 수 있었는지 모르겠습니다. 약탈 기업이 상징을 찾아 보지 않겠습니까? 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10124	..... 일어나 "당신은 엉덩이를 바꾸려 했습니까? 😡👊🏼 # rage !!!!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10513	@ tamriiel 좀 더 전개에 대해 이야기하고있었습니다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-11047	도발 공 공 벌레에 대한 위협 요인 : BnQo	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11124	@RobertB_Rice 좋다. 나를 위해 다른 모국어가 아닌 사람이 화가입니다. 우리는 세계에서 더 당신을 필요로하고 있습니다. #SaidNoNDNEver. # Paternalism	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11120	@daynutrition @sliqnicq @nytimes 내가 흑인에 대한 백인 쓰레기 이야기를 듣지 못했다. 그것은 모욕이다. 예고편에 살고있는 경주에 대해	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10872	그것은 나의입니까, 또는 그의 원수와 침대에서 그의 적을 찾아 막 남자의 모습을 입고있다 땡입니까? # angryman	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11618	@dreamsandpocky 울 배에 내 모든 자극에도 불구하고, 적어도 캐논. BuckyNat는 canon입니다 (그리고 clintwanda는 canon입니다).	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11267	@ cassidyyy_0 그대로 니콜은 그녀의 기회를 가지고 있었고, 그녀는 두 계절에 어울리는 연주를했다. # bitter	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10126	@ brian5or6은 그것을 해제 바꾸자! 접근성 아래에있는 홈 버튼. \ n \ n 혁신 걱정 있었습니까? . # iphonePhoneHome	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10235	당신은 분명히 저에게 연락하는 것입니다 @DFSCare. 소파는 오늘 배달되는 것을 의도하고 있었다. 나이가 없게되었다. 바닥에 앉아있다. 소파없이!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10234	피 묻은 주차권 😒💸	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10436	@Freepenalties @ ModortimerFtbl 인형은 터치 라인에서 비열한 생물입니다. 그는 모든 게임에 어려움을 겪고 있습니다. ref로 외친다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10443	분개 : 위대한 레만 /하자 센터의 장면 사이에 지금까지의 속삭임] 그것은 그의 압도적 인 분노의 감각입니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10609	어제부터 맥도널드 짠 플라이를 먹고 싶다고 생각했습니다. 그리고 나는이 음식을 먹고 손가락을 불 태우고 있습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-JA-10258	Shonda Rimes가 다른 OG 캐릭터를 빼앗은 경우, 나는 결코 지금까지 지금까지 생물의 해부학을 보지 않을 것이다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10589	@ feistyarcher-trouble '그는 분노를 찌푸리고 그녀에 행동하라고 얼굴을했다. 그는 그녀가 걱정하지 않는다는 것을 알고있었습니다. 그것은 -	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-11389	인도는 지금 우리의 공격에 반응하는 것입니다 ..... # revenge	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11235	@russbully 스마일의 절반 관을 위해 75p를 지불 마쳤다. 플라스틱 뚜껑을 따는 기쁨을 얻을하지 마십시오.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10494	@kitanoye 지옥은 뜨겁게 끓는 있습니다, isi ewu	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10966	자동 수정 'em'에서 'me'로 변경되었습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10508	매트와 난 그냥 학대적인 관계의 도발에 대한 심리학적인 연구를했습니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10707	@ l1ght__eyes u는 끓고있었습니다 만 년이 걸릴 것입니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10930	@HomeSwapperteam 스왑 새 직장 등을 정리하는 데 몇 달을 보냈다지만 지금은 그녀가 메리 댄스로 나를 인도하고 있다는 것을 알았습니다. # 그녀와 접하는	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10116	경찰관은 도발하지 않고 인간을 단지 촬영 권리를 가져야하는 것이 아닙니다. 잘못된 것입니다. \ n \ n @ OR 보수적 @ MichaelaAngelaD	분노	3 : 높은 분노가 추측 할 수있다
2017-JA-10296	@LisaAsquithtobe @ craig8710 @WayneHaselden @ june65wigan 우리는 최대의 클럽이기 때문에 모두가 위건을 상대로 있습니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11324	그것은 미국 대통령과 이스라엘 대통령 사이의 적대감에도 불구하고, 그들은 모두 신사로 행동 한 것에 유의할 가치가있다.	분노	0 : 분노는 추정 할 수없는
2017-En-11024	지난 밤, 아트 존슨 목사는 # 도덕 # 추방을 효과적인 정치 활동으로 바꾸는 것에 대해 "프로그레시브 데모쿠라토"을 불러 일으켰다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-JA-10297	그것은 완벽한 착각했기 때문에 적어도 지금은 그것이 무엇 이었는가 알고 있습니다. #angry # ladygaga # iscalming # mysoul	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10338	@fireemblemlord 그것은 나를 위해 게임의 적절한 '진화'같은 느낌의 분노에 대한 첫 번째 expac입니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11242	@ mikeburke91 @AP 것 같다. 그것은 무고한 사람을 죽이고 그것을 제거의 용이성을 통감하고있을뿐입니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10043	그래서 다비스의 화재 경보를 당겨서 난 자고 있었어. # 너 #peded #peded #sired #sad #tired #hangry ######	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10392	#God 당신이 그것을 극복 해 주었으면 때문에 당신이 가지고있는 그 원한은 계속 출현합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-40673	@Piggiewhopays lmao! 당신의 얼굴에 희미하게 보입니다. # Hilarity	분노	0 : 분노는 추정 할 수없는
2017-En-40872	@MHChat 슬픔 슬픔은 과거 공포의 슬픔은 미래입니다. 지금 살려고하는 # Mhchat	분노	0 : 분노는 추정 할 수없는
2017-En-11240	항상 비등하고, OK가	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11018	난 그냥 거미를 죽였으니, 공포 영화처럼 내 위에 거미의 창자가 흩어져 있었다. \ n # ugh # revenge	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10415	나는 그들이 # 너무 싫은 기분이된다고 생각한다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10635	분노가 오르면 그 결과를 생각해보십시오. #quote #wisdom # anger	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10112	오늘의 분노의 중간에 공입니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10784	@FrizzeyesJr meeee 내가 lvl 320입니다. 나는 한번도 집요하지 않습니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10366	@Nigerianscamsss @ TrillSmith 당신은 내가 트위터에 돌아온 것 같아 몇 가지 나무를 프릴이 아니라고 생각하십니까? Tuh.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10773	Kik 나는 사진을 교환하고 싶습니다 난다면 익명으로 내 계좌에 배치하는 : vsvplou #Kik #kikme #snap #nudes #tits # snapchat	분노	0 : 분노는 추정 할 수없는
2017-En-11675	아, 여자는 #bitter입니다	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10734	분노 싸고 예의는 비싸다. 모두가 예의라고는 기대하지 마십시오. #ThoughtfulThursday # politeness	분노	0 : 분노는 추정 할 수없는
2017-ja-10405	정말 추악한 소송에서 내 저쪽에있는 남자는 자신의 불만을 표현하는 것을 막을 수 없습니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11560	@CBSBigBrother 그녀는 애처 롭다! 귀여운 &에 대한 미움 니콜 쇼 메이 션 & amp; 그녀는 하나를 얻을 수 없었다! # bitter # 대담하게 # BBMichelle😖	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11063	경찰은 돼지는 말하고 싶지 않지만, 그들은 말처럼 굴지 유지합니다 ... 솔직히, 그것은 돼지 모욕도 있습니다. 분노	3 : 높은 분노가 추측 할 수있다
2017-JA-10284	Lost Frequencies / Janieck Devy - Reality (Gestort Aber Geil Remix) '가 ShoutDRIVE에 분노하고 있습니다!	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10960	힐러리에 대한 적대감은 음모 이론과 인식에서 비롯됩니다. 트럼프에 대한 적대감은 그가 말하는 것으로하고있는 것에 근거한다.	분노	0 : 분노는 추정 할 수없는
2017-En-10316	Steve Irwin를 죽인 이후로 난 항상 불쌍한 원한을 가지고있었습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10647	#bestrong 가장 중요한 것은 # anger # thoughts & nbsp;를 유지하는 것입니다. 분노	0 : 분노는 추정 할 수없는
2017-En-40447	때때로 나는 영국의 정치적 경관이 황폐하고 있다고 생각합니다. 그리고 나는 미국의 거품 황무지를 바라보며 우리는 OK라고 생각합니다.	분노	0 : 분노는 추정 할 수없는
2017-JA-10253	오늘 너무 쓴입니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10209	# 인터넷에서 특정 # 사람들의 일반적인 태도, 결혼식에서 휴식을 취한다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11691	야, 저를 자극하도록 나가는 거니까 내가 고양이를 포기하지 않는 나가고 있어요.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-11168	@ missblair140 AWH tiff 당신은 내가 당신을 사랑하는 것 같은 좋은 친구입니다 : ((분노	분노	0 : 분노는 추측 할 수 없습니다
2017-En-10174	@Disneyland #nothappy과 #fullprice을 물어 # ♯ # 당신의 #bestrides을 끓이는 😳😳	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10801	행복은 최고의 복수입니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10495	#waplereform는 #snap의 '모델'이되어서는 안됩니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10815	나는 그들이	분노	0 : 분노는 추정 할 수없는
2017-En-40626	내 휴가 수영복을 주문했습니다. 하나 적은 것을 걱정합니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10283	이슬람에 대한 공격을하고 이슬람 세계 속의 감정을 더욱 자극 반응을 일으키는 것을 의도하고있다 "고 말했다. •	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10377	정말 송아지를 손상했다고 생각합니다. he 그가 얼마나 쓴 화가 있는지를 알 수 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11663	@CPPSmeofficial tiff.	분노	0 : 분노는 추정 할 수없는
2017-En-11470	이상 두통. # anger	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11684	페레이라는 모든 세트를 취할 수 있었습니까? 발연하는	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10103	@mothercareuk @Mothercarehelp를 사용하여 더 이상 사용하지 마십시오! 이러한 사람은 아무것도 오른쪽을 얻을 수 없습니다!	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11631	복수	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10085	당신이 나에게서 수년에 걸쳐 있었다 @ManUtd는 무관합니다. 그 절대 농담. #manutd #ticketing #fuming #noloyalty #joke # notimpressed	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10980	당신이 돌아온 감자에 직면 말자하는 분노를 화나게 # 분노 #Roooney # mufc	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11603	@ laray_jenkins2 @SportsInsights 그래 우리의 범행이 뭔가를 얻을 수 없다면 나는 그것을 알고있다. 만약이	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10485	그리고 그녀는 화가 나서 말했다지만, 당신 같은 여자를 찾고있는 40 세의 남자를하는 것은 무엇일까? "나는 느꼈다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11660	케니 - 당신은 어디에서 태어나셨습니까? \ nme - 워싱턴 \ nkenny - 당신은 지옥의 맹렬한 구멍에서 태어났습니다. 분노	3 : 높은 분노가 추측 할 수있다
2017-En-10582	@jessebwatters 웃음. 당신이 후안을 악화 시켰을 때 그것을 사랑합니다. 좋은 일을 계속하십시오. 웃음	분노	0 : 분노는 추정 할 수없는
2017-En-11638	다만 매튜 패리스 사랑한다! 정치적 분노가 좋다!	분노	0 : 분노는 추정 할 수없는
2017-ja-10988	난 그냥 내 라인을 차단할 수 있다면! #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense # lineman	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10504	토론토에 비행을 체크인했습니다. @perpetualgeek을 화나게 좌석 3D했다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11031	모두가 가짜 분노를 즐겁게 할 식히는 것도 아니지만, 공간 대학은	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10852	로즈 향은 내가 산에서 최고입니다	분노	0 : 분노는 추정 할 수없는
2017-En-10009	만약 당신이 그것을하면 어떻게 일을 할 것인가? 맛있는? 날 화나게 해 주셔서 감사합니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10860	@CozanGaming 그녀가 나에게 분노 시작하기 전에 리사가 물었다 것입니다. "전화해도 하시겠습니까? heh	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10214	사람들은 탈출 할 방법이 필요합니다 무엇을 탈출하고 있습니까? 이 손상된 세계. 이 현실. 이 농담. 끊임없는 고통과 분노의 분노. 스트레스. 휴가가 필요합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11292	누군가 kik me @ montanashay_ \ n # kikme # snap	분노	0 : 분노는 추정 할 수없는
2017-ja-11357	@EASPORTS_MUT이 홈 / 어웨이 데스티 차트 잘못된 결함을 수정합니다. 이것이 일어날 때마다 나는 광기를 닫고 그것을 다시 열어야합니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10799 & nbsp;기도 & amp; #Charlotte #against #machines 싸우고있는 형제 자매의 보호. 분노	0 : 분노는 추정 할 수없는
2017-En-40809	@DxfyingGrxvity - 격파 고민 중 에루화바을 바라 불만. 그녀의 높은 목소리는 점점 활발 해지고 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10754	누가 화가 났는지 17 또는 2k17 ps4 add TrackdawgT 그것을 실행할 수 있습니다	분노	0 : 분노는 추정 할 수없는
2017-ja-10257	OOOOOOOOH MY GOD UUUUGGGHHHHHHHHH # rage	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10309	@DIVAmagazine는 스트레이트 한 사람보다 우수합니다. 3 인조를 의미한다고 생각 똑 바른 남자들도 괜찮습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10227	5Live이 프로그램을 취소하는 것을 잊지 마세요 .606을 연장하여 사람들이 행동 한 후 자신의 분노를 유치 할 수 있도록합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10194	@ GrxjicTank 왜! 왜 미국인을 화나게할까요?	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10154	당신은 분명히 저에게 연락하는 것입니다 @DFSCare. 소파는 오늘 배달되는 것을 의도하고 있었다. 나이가 없게되었다. 바닥에 앉아있다. 소파없이! # fuming	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11490	그는 진지하게 때로는 좌절하고있다! (╯ ° □ °) ╯ (┻┻┻ ### ang ang ang &&& 3 : 분노의 높이를 추측 할 수 있습니다
2017-En-10562	LIFE TIP 101. 미해결 #anger은 내 인생의 여러 영역에서 문제를 일으킬 가능성이 높다는 것을 알고 있습니다. 나는 그것을 인식 & amp; 적절히 대처한다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11040	여러 장식을 동시에 사용하는 것은 내가 인상적인 작품이라고 부르는 것입니다! ; -O #snap #ohsnap # daaamn	분노	0 : 분노는 추정 할 수없는
2017-JA-10369	나는 분노를 돕기 위해 몇 가지 필요합니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10985	@virginmedia가 가격을 올리고 있다고는 믿을 수없는 !! 그들은 이미 내가 청구서를 지불하는 데 어려움을 겪고 있다는 것을 알고 있습니다. 내 물건은 바뀌지 않습니다!	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11355	2 일 ....... 결코 망할 펜 !!!! # nffc	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10858	@ArcticFantasy 만약 당신이 실제로 당신을 매료되면 나는 이것을 싫어졌습니다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10399	당신이 피자를내는 것조차 했습니까? 심각한 실패 # 굶주린 # 헝그리	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-ja-10231	@LickMeLucas ... 난 당신이 나 같은 것임을 이해하기를 기다리고 있습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10063	OOOOOOOOH MY GOD UUUUGGGHHHHHHHHH	분노	3 : 높은 분노가 추측 할 수있다
2017-JA-10242	@ lesyoung01 광견병의 개는 한 명의 동료 육체와 다른 성인의 손발을 먹은 아이에 타고있다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-10165	나는 @ devincameron23 나를 차단하는 것을 맹세합니다. 나는 그녀를 배신 하겠어. # revenge	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11491	그는 진지하게 때로는 좌절하고있다! (╯ ° □ °) ╯┻┻┻ughughughang &&&&&&&& 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2017-En-11466	그녀는 엉덩이 사이의 입술을 채찍질하는 @realobietrice 많은 훌륭한 가사	분노	0 : 분노는 추정 할 수없는
2017-En-11273	@memorie_holiday @AngryOrchard 약 2 주 전에 포켓몬을하고주의를 지불하지 않습니다. 내 팔꿈치를 레일에 4 인치 스테인 3 인치 두었습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11238	#GBBO 가정적인 순수한 텔레비전 금입니다. 채널 4는 그것을 스타트 업하려고합니다. 메리, 수, 멜이 없어졌다. 끝났습니다. 나는 나오고있다. 👋 # fuming	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-11607	@MJPWGaming는 격렬하게 화가 것으로부터 염상하는 것은 아닙니다. 분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11055	# 매력은 우리에게 #weak을 보여줄지도 모르지만, 가장 약한 사람은 # anger # hatred 및 #revenge을 가지고있는 사람입니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-10843	누군가의 생일까지 1 개월 나는 굉장한 좋은 것을 얻었다는 것을 과시하는 때라고 생각	분노	0 : 분노는 추정 할 수없는
2017-En-10414	나는 그들이 내가 개인적으로 싫어하는 모든 베이킹을 좋아 진다고 믿을 수 없습니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11368	당신의 얼굴을 볼 수조차도 지옥의 연기가 날 빨고 있습니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10021	베스! 당신은 자신의 팀을 파괴 한 아프리카 팀을 전환하는 진정한 피를 흘리신 후뿌킨쿠을 전달뿐만 아닙니다. 당신은 그렇지 않아! # insult	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11054	사이에 @JoeShennan @ JoshuaMurrayBM 내가 오전 7시 40 분 기차를 얻을 수 있습니다. 난 당신이 정말 그 호텔, Shennan을 즐기고 정말 바라고 있습니다.	분노	0 : 분노는 추정 할 수없는
2017-ja-10982	@ TheBarmyArmy는 내년 Div 2를 기대하고 있습니다 .AndyBarmyArmy? #revenge #leictershireaway # therey	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11419	당신의 우울증과 사람이 오랫동안 직면하고 있다고 부른다면, 저의 잭 호머 맨?	분노	0 : 분노는 추정 할 수없는
2017-En-11578	향에서 10 분, 나는 모든 2 Rattatas입니다. 😂 # PokemonGO	분노	0 : 분노는 추정 할 수없는
2017-En-10380	내 생각을 에테르로 들었다 것처럼, 내 #ex 그냥 #cats와 얼싸 안고있는 자신의 #facebook 사진을 게시하고 있습니다 ... 지금은 조금 화가입니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11569	나 : 오늘은 정말 좋은 하루입니다. \ n * 1 시간 후 : 음식을 태워 병 들고 자신에 끓는 물을 내 쉰다. * \ nme : 결코 걱정하지 마십시오.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10243	@TheOneSoleShoe 공격과 증오의 하나이지만, 악화됩니다. 분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11611	@TheJuanWilliams 노스 캐롤라이나의 흑인 장교에 의해 격되어 살해 된 무인 백인 남자의 분노와 분노는 어디에 있습니까?	분노	3 : 높은 분노가 추측 할 수있다
2017-En-10398	당신의 여동생이 19 세에서주의를 환기하기 위해 정당한 분노를 날려 버립니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-40568	punch에서 쇼를 시작 스탠다드 캔디스 # startasyoumeantogoon # GBBO	분노	0 : 분노는 추정 할 수없는
2017-En-10427	압력은 파이프 파열시킵니다.	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10201	iOS10 새로운 총 이모티콘 내가 많은 것을 향해있는 분노를 표시하는 데 충분하지 않습니다.	분노	3 : 높은 분노가 추측 할 수있다
2017-En-11140	모두를위한 팁 : 미루지 마십시오. 끝. #quit #youredumb # liveyourownlife	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-JA-10348	@KimLy은	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-En-11361	madden의 @TDsNation 만 DC입니다.	분노	0 : 분노는 추정 할 수없는
2017-En-10061	@ paulbushnell25 @EE 나쁜 소식이 온라인으로 주문 된 경우 나에게 일어난 일이 없어지고 있지 않기 때문에, 전화로 주문해야했습니다. 분노	3 : 높은 분노가 추측 할 수있다
2017-En-41137	@ Jake_Martin74 아, 나는 G 포지션 RS로 카포 2 위를 플레이합니다.	분노	1 : 분노의 양이 적은 것으로 추측 할 수있다
2017-En-11674	@lmench 정말 그 화가. 그의 다이어트에 대한 관상 동맥 질환으로 사망 한 남성의 후 가장 비옥 한 샌드위치를 ​​명명 했습니까?	분노	3 : 높은 분노가 추측 할 수있다
2017-ja-10708	@ RLH2606 누가 죽었는지 안다면 .. 나는 또한 울부 짖는 것이다. \ n 조이에서! 😉	분노	0 : 분노는 추정 할 수없는
2017-En-10874	@ __NETFLIXNCHILL 나는 미친 방식으로 더 강하게	분노	2 : 적당한 양의 분노가 추측 할 수있다
2017-ja-10959	새로운 madden 16 비디오가 등장하는 생각 이었지만, xbox 큰 홀이 있고, 방해하지 않는다. 분노	3 : 높은 분노가 추측 할 수있다
